llm_model_name,dataset_name,tensor_parallelism_degree,max_requests_per_batch,max_tokens_per_batch,arrival_rate,num_warmup_requests,step_idx,is_warmup_step,timestamp,num_inference_requests,num_prefilling_tokens,num_decoding_tokens,num_finetuning_fwd_tokens,num_finetuning_bwd_tokens,num_bwd_layers
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,139,0,28839160,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,140,0,28877548,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,141,0,28916035,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,142,0,28954289,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,143,0,28993082,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,144,0,29031449,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,145,0,29069957,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,146,0,29108336,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,147,0,29146856,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,148,0,29185228,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,149,0,29223619,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,150,0,29262013,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,151,0,29300634,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,152,0,29339143,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,153,0,29377816,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,154,0,29416136,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,155,0,29454470,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,156,0,29492975,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,157,0,29531462,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,158,0,29569771,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,159,0,29608367,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,160,0,29646886,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,161,0,29685472,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,162,0,29723999,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,163,0,29762416,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,164,0,29800838,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,165,0,29839528,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,166,0,29877912,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,167,0,29916699,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,168,0,29955299,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,169,0,29993922,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,170,0,30032368,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,171,0,30071013,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,172,0,30109392,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,173,0,30148178,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,174,0,30186611,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,175,0,30225247,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,176,0,30263716,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,177,0,30302281,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,178,0,30340957,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,179,0,30389883,8,44,7,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,180,0,30428704,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,181,0,30467430,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,182,0,30505850,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,183,0,30544490,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,184,0,30583221,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,185,0,30622013,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,186,0,30660690,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,187,0,30699262,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,188,0,30737769,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,189,0,30776321,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,190,0,30814973,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,191,0,30853419,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,192,0,30892084,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,193,0,30930813,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,194,0,30969551,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,195,0,31008256,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,196,0,31046874,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,197,0,31085402,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,198,0,31124172,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,199,0,31162880,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,200,0,31201767,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,201,0,31240441,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,202,0,31279132,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,203,0,31317650,8,0,8,0,0,0
01-ai/yi-1.5-34b,wildchat,2,8,128,0,10,204,0,31356375,8,0,8,0,0,0
